country,year,sex,iso2c,iso3c,region,capital,longitude,latitude,income,lending,youthpop,literacy,lifexp,pop,primedu,smoke,unemployed,obese,none,flag_smoke
France,1964,Male,FR,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified,6481485,NA,67.2,23951116,NA,11591344,NA,NA,All,missing
France,1963,Male,FR,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified,6466120,NA,67.1,23619678,NA,11591344,NA,NA,All,missing
France,1962,Male,FR,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified,6437700,NA,66.9,23273576,NA,11591344,NA,NA,All,missing
France,1961,Male,FR,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified,6372198,NA,66.8,22933449,NA,11591344,NA,NA,All,missing
France,1960,Male,FR,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified,6260945,NA,66.6,22614666,NA,11591344,NA,NA,All,missing
French Polynesia,2019,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30717,NA,NA,137794,NA,NA,18226,NA,All,missing
French Polynesia,2018,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30700,NA,79.725,136964,NA,NA,18397,NA,All,missing
French Polynesia,2017,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30545,NA,79.539,136138,NA,NA,18812,NA,All,missing
French Polynesia,2016,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30597,NA,79.339,135302,NA,NA,19278,NA,All,missing
French Polynesia,2015,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31129,NA,79.127,134454,NA,NA,19739,NA,All,missing
French Polynesia,2014,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31164,NA,78.909,133558,NA,NA,20262,NA,All,missing
French Polynesia,2013,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31457,NA,78.688,132629,NA,NA,20665,NA,All,missing
French Polynesia,2012,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31950,NA,78.467,131706,NA,NA,20000,NA,All,missing
French Polynesia,2011,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32454,NA,78.246,130835,NA,NA,19453,NA,All,missing
French Polynesia,2010,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32836,NA,78.025,130052,NA,NA,19240,NA,All,missing
French Polynesia,2009,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33339,NA,77.801,129370,NA,NA,18800,NA,All,missing
French Polynesia,2008,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33826,NA,77.569,128746,NA,NA,16474,NA,All,missing
French Polynesia,2007,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,34291,NA,77.326,128091,NA,NA,16394,NA,All,missing
French Polynesia,2006,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,34789,NA,77.07,127262,NA,NA,16838,NA,All,missing
French Polynesia,2005,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35361,NA,76.802,126154,NA,NA,17312,NA,All,missing
French Polynesia,2004,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35808,NA,76.524,124752,NA,NA,17342,NA,All,missing
French Polynesia,2003,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36253,NA,76.238,123081,NA,NA,17074,NA,All,missing
French Polynesia,2002,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36664,NA,75.94,121176,NA,NA,16190,NA,All,missing
French Polynesia,2001,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36944,NA,75.628,119080,NA,NA,15873,NA,All,missing
French Polynesia,2000,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37040,NA,75.285,116866,NA,NA,15799,NA,All,missing
French Polynesia,1999,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37162,NA,74.891,114504,NA,NA,15703,NA,All,missing
French Polynesia,1998,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37078,NA,74.441,112016,NA,NA,14917,NA,All,missing
French Polynesia,1997,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36835,NA,73.941,109504,NA,NA,14469,NA,All,missing
French Polynesia,1996,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36552,NA,73.406,107093,NA,NA,14295,NA,All,missing
French Polynesia,1995,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36342,NA,72.866,104881,NA,NA,14158,NA,All,missing
French Polynesia,1994,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36040,NA,72.363,102923,NA,NA,13904,NA,All,missing
French Polynesia,1993,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35788,NA,71.924,101182,NA,NA,13669,NA,All,missing
French Polynesia,1992,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35525,NA,71.568,99546,NA,NA,13120,NA,All,missing
French Polynesia,1991,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35136,NA,71.293,97841,NA,NA,12553,NA,All,missing
French Polynesia,1990,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,34550,NA,71.092,95950,NA,NA,NA,NA,All,missing
French Polynesia,1989,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33978,NA,70.946,93828,NA,NA,NA,NA,All,missing
French Polynesia,1988,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33302,NA,70.813,91537,NA,NA,NA,NA,All,missing
French Polynesia,1987,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32626,NA,70.656,89126,NA,NA,NA,NA,All,missing
French Polynesia,1986,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32051,NA,70.446,86719,NA,NA,NA,NA,All,missing
French Polynesia,1985,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31576,NA,70.145,84372,NA,NA,NA,NA,All,missing
French Polynesia,1984,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31298,NA,69.72,82124,NA,NA,NA,NA,All,missing
French Polynesia,1983,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31079,NA,69.171,79936,NA,NA,NA,NA,All,missing
French Polynesia,1982,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30830,NA,68.513,77807,NA,NA,NA,NA,All,missing
French Polynesia,1981,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30468,NA,67.767,75689,NA,NA,NA,NA,All,missing
French Polynesia,1980,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,29997,NA,66.971,73567,NA,NA,NA,NA,All,missing
French Polynesia,1979,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,29570,NA,66.176,71438,NA,NA,NA,NA,All,missing
French Polynesia,1978,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,29046,NA,65.429,69322,NA,NA,NA,NA,All,missing
French Polynesia,1977,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,28472,NA,64.766,67219,NA,NA,NA,NA,All,missing
French Polynesia,1976,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,27926,NA,64.203,65162,NA,NA,NA,NA,All,missing
French Polynesia,1975,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,27456,NA,63.743,63158,NA,NA,NA,NA,All,missing
French Polynesia,1974,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,26962,NA,63.374,61218,NA,NA,NA,NA,All,missing
French Polynesia,1973,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,26500,NA,63.058,59335,NA,NA,NA,NA,All,missing
French Polynesia,1972,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,26040,NA,62.759,57500,NA,NA,NA,NA,All,missing
French Polynesia,1971,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,25529,NA,62.459,55713,NA,NA,NA,NA,All,missing
French Polynesia,1970,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,24922,NA,62.139,53937,NA,NA,NA,NA,All,missing
French Polynesia,1969,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,24135,NA,61.788,52197,NA,NA,NA,NA,All,missing
French Polynesia,1968,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,23376,NA,61.405,50492,NA,NA,NA,NA,All,missing
French Polynesia,1967,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,22661,NA,60.992,48807,NA,NA,NA,NA,All,missing
French Polynesia,1966,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,21956,NA,60.547,47156,NA,NA,NA,NA,All,missing
French Polynesia,1965,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,21208,NA,60.087,45508,NA,NA,NA,NA,All,missing
French Polynesia,1964,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,20264,NA,59.636,43874,NA,NA,NA,NA,All,missing
French Polynesia,1963,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,19210,NA,59.202,42256,NA,NA,NA,NA,All,missing
French Polynesia,1962,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,18154,NA,58.781,40691,NA,NA,NA,NA,All,missing
French Polynesia,1961,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,17263,NA,58.354,39231,NA,NA,NA,NA,All,missing
French Polynesia,1960,Female,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,16628,NA,57.888,37927,NA,NA,NA,NA,All,missing
French Polynesia,2019,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32301,NA,NA,141493,NA,NA,15881,NA,All,missing
French Polynesia,2018,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32506,NA,75.401,140715,NA,NA,16119,NA,All,missing
French Polynesia,2017,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32647,NA,75.171,139965,NA,NA,16755,NA,All,missing
French Polynesia,2016,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32897,NA,74.924,139273,NA,NA,17399,NA,All,missing
French Polynesia,2015,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33385,NA,74.667,138670,NA,NA,18067,NA,All,missing
French Polynesia,2014,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33524,NA,74.41,138147,NA,NA,18828,NA,All,missing
French Polynesia,2013,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33815,NA,74.162,137699,NA,NA,19577,NA,All,missing
French Polynesia,2012,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,34228,NA,73.925,137292,NA,NA,19398,NA,All,missing
French Polynesia,2011,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,34657,NA,73.694,136863,NA,NA,19032,NA,All,missing
French Polynesia,2010,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35055,NA,73.458,136403,NA,NA,19061,NA,All,missing
French Polynesia,2009,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35480,NA,73.199,135884,NA,NA,18192,NA,All,missing
French Polynesia,2008,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35919,NA,72.903,135315,NA,NA,14955,NA,All,missing
French Polynesia,2007,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36385,NA,72.565,134630,NA,NA,14808,NA,All,missing
French Polynesia,2006,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36902,NA,72.186,133748,NA,NA,15073,NA,All,missing
French Polynesia,2005,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37497,NA,71.774,132626,NA,NA,15208,NA,All,missing
French Polynesia,2004,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37977,NA,71.343,131240,NA,NA,14800,NA,All,missing
French Polynesia,2003,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,38500,NA,70.913,129622,NA,NA,14396,NA,All,missing
French Polynesia,2002,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,39022,NA,70.498,127796,NA,NA,13550,NA,All,missing
French Polynesia,2001,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,39420,NA,70.108,125851,NA,NA,13057,NA,All,missing
French Polynesia,2000,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,39610,NA,69.75,123820,NA,NA,12807,NA,All,missing
French Polynesia,1999,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,39586,NA,69.429,121717,NA,NA,12542,NA,All,missing
French Polynesia,1998,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,39327,NA,69.136,119554,NA,NA,12137,NA,All,missing
French Polynesia,1997,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,38922,NA,68.861,117362,NA,NA,12335,NA,All,missing
French Polynesia,1996,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,38552,NA,68.598,115229,NA,NA,12381,NA,All,missing
French Polynesia,1995,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,38351,NA,68.333,113190,NA,NA,12292,NA,All,missing
French Polynesia,1994,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37985,NA,68.052,111274,NA,NA,12158,NA,All,missing
French Polynesia,1993,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37658,NA,67.747,109460,NA,NA,11942,NA,All,missing
French Polynesia,1992,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,37321,NA,67.414,107699,NA,NA,10941,NA,All,missing
French Polynesia,1991,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36859,NA,67.052,105885,NA,NA,10353,NA,All,missing
French Polynesia,1990,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,36198,NA,66.673,103955,NA,NA,NA,NA,All,missing
French Polynesia,1989,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,35582,NA,66.291,101898,NA,NA,NA,NA,All,missing
French Polynesia,1988,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,34893,NA,65.921,99729,NA,NA,NA,NA,All,missing
French Polynesia,1987,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,34211,NA,65.568,97458,NA,NA,NA,NA,All,missing
French Polynesia,1986,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33599,NA,65.23,95098,NA,NA,NA,NA,All,missing
French Polynesia,1985,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,33054,NA,64.887,92655,NA,NA,NA,NA,All,missing
French Polynesia,1984,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32756,NA,64.516,90125,NA,NA,NA,NA,All,missing
French Polynesia,1983,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32472,NA,64.098,87515,NA,NA,NA,NA,All,missing
French Polynesia,1982,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,32152,NA,63.625,84878,NA,NA,NA,NA,All,missing
French Polynesia,1981,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31730,NA,63.102,82264,NA,NA,NA,NA,All,missing
French Polynesia,1980,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,31208,NA,62.548,79734,NA,NA,NA,NA,All,missing
French Polynesia,1979,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30798,NA,61.991,77303,NA,NA,NA,NA,All,missing
French Polynesia,1978,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,30293,NA,61.459,74955,NA,NA,NA,NA,All,missing
French Polynesia,1977,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,29725,NA,60.975,72672,NA,NA,NA,NA,All,missing
French Polynesia,1976,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,29155,NA,60.544,70387,NA,NA,NA,NA,All,missing
French Polynesia,1975,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,28615,NA,60.165,68075,NA,NA,NA,NA,All,missing
French Polynesia,1974,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,28046,NA,59.827,65706,NA,NA,NA,NA,All,missing
French Polynesia,1973,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,27490,NA,59.507,63308,NA,NA,NA,NA,All,missing
French Polynesia,1972,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,26941,NA,59.186,60940,NA,NA,NA,NA,All,missing
French Polynesia,1971,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,26322,NA,58.855,58669,NA,NA,NA,NA,All,missing
French Polynesia,1970,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,25562,NA,58.51,56558,NA,NA,NA,NA,All,missing
French Polynesia,1969,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,24738,NA,58.151,54623,NA,NA,NA,NA,All,missing
French Polynesia,1968,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,23968,NA,57.782,52850,NA,NA,NA,NA,All,missing
French Polynesia,1967,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,23255,NA,57.409,51188,NA,NA,NA,NA,All,missing
French Polynesia,1966,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,22533,NA,57.031,49560,NA,NA,NA,NA,All,missing
French Polynesia,1965,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,21755,NA,56.659,47930,NA,NA,NA,NA,All,missing
French Polynesia,1964,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,20806,NA,56.305,46265,NA,NA,NA,NA,All,missing
French Polynesia,1963,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,19713,NA,55.969,44591,NA,NA,NA,NA,All,missing
French Polynesia,1962,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,18607,NA,55.637,42964,NA,NA,NA,NA,All,missing
French Polynesia,1961,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,17688,NA,55.29,41475,NA,NA,NA,NA,All,missing
French Polynesia,1960,Male,PF,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified,17055,NA,54.899,40149,NA,NA,NA,NA,All,missing
Gabon,2019,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,400051,NA,NA,1066386,NA,NA,303995,NA,All,missing
Gabon,2018,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,388567,543367.0323641967,68.323,1039899,NA,NA,292222,NA,All,missing
Gabon,2017,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,376493,NA,67.883,1012982,NA,NA,286329,NA,All,missing
Gabon,2016,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,363862,NA,67.346,985069,NA,NA,281286,199969.007,All,missing
Gabon,2015,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,350669,NA,66.713,955857,NA,NA,274503,190215.54299999998,All,missing
Gabon,2014,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,340103,NA,65.991,925129,NA,NA,266909,180400.155,All,missing
Gabon,2013,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,329445,NA,65.208,893274,NA,NA,259183,170615.334,All,missing
Gabon,2012,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,319195,433051.8392913822,64.395,861330,NA,NA,248812,161068.71,All,missing
Gabon,2011,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,309804,NA,63.577,830702,NA,NA,239757,152018.466,All,missing
Gabon,2010,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,301400,NA,62.774,802427,NA,NA,232423,143634.433,All,missing
Gabon,2009,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,293236,NA,61.998,776856,NA,NA,212082,135172.944,All,missing
Gabon,2008,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,286321,NA,61.26,753751,NA,NA,192086,128137.67000000001,All,missing
Gabon,2007,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,280508,NA,60.581,732798,NA,NA,181573,121644.46800000001,All,missing
Gabon,2006,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,275532,NA,59.984,713416,NA,NA,169251,115573.392,All,missing
Gabon,2005,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,271098,NA,59.507,695156,NA,NA,159789,109139.492,All,missing
Gabon,2004,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,266246,NA,59.182,677963,NA,NA,153437,103728.33899999999,All,missing
Gabon,2003,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,261842,NA,59.016,661903,481388,NA,147055,97961.64400000001,All,missing
Gabon,2002,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,257706,NA,59.004,646743,484426,NA,139599,93130.99200000001,All,missing
Gabon,2001,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,253639,NA,59.133,632192,NA,NA,132482,87874.68800000001,All,missing
Gabon,2000,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,249512,NA,59.386,618057,NA,NA,124866,83437.695,All,missing
Gabon,1999,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,245160,NA,59.734,604204,NA,NA,116611,78546.52,All,missing
Gabon,1998,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,240664,NA,60.136,590580,NA,NA,113332,73822.5,All,missing
Gabon,1997,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,235969,NA,60.55,577104,399779,NA,107255,69829.584,All,missing
Gabon,1996,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,230986,NA,60.944,563703,384310,NA,100102,65389.547999999995,All,missing
Gabon,1995,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,225650,NA,61.299,550330,362952,NA,94811,61086.63,All,missing
Gabon,1994,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,220372,NA,61.608,536941,NA,NA,88864,56915.746,All,missing
Gabon,1993,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,214745,201706.73840332046,61.875,523513,NA,NA,83830,53398.325999999994,All,missing
Gabon,1992,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,208854,NA,62.093,510123,320118,NA,79294,49481.931,All,missing
Gabon,1991,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,202812,NA,62.241,496895,NA,NA,78589,46211.23500000001,All,missing
Gabon,1990,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,196693,NA,62.291,483923,NA,NA,NA,42585.224,All,missing
Gabon,1989,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,190896,NA,62.214,471230,312067,NA,NA,39583.32,All,missing
Gabon,1988,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,185079,NA,62,458814,302407,NA,NA,36246.306,All,missing
Gabon,1987,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,179278,NA,61.648,446726,297333,NA,NA,33504.45,All,missing
Gabon,1986,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,173513,NA,61.163,435023,NA,NA,NA,30886.632999999998,All,missing
Gabon,1985,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,167780,NA,60.561,423731,NA,NA,NA,28389.977000000003,All,missing
Gabon,1984,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,162492,NA,59.862,412903,292121,NA,NA,25599.986,All,missing
Gabon,1983,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,157354,NA,59.1,402530,325958,NA,NA,23346.739999999998,All,missing
Gabon,1982,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,152325,NA,58.306,392616,311035,NA,NA,21201.264000000003,All,missing
Gabon,1981,Female,GA,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD,147325,NA,57.498,383138,292935,NA,NA,19156.9,All,missing
