country,year,sex,iso2c,iso3c,region,capital,longitude,latitude,income,lending,lifexp,pop,primedu,smoke,unemployed,obese,none
Djibouti,1997,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,55.399,332634,NA,NA,35961,15633.798,All
Djibouti,1997,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.704,328229,NA,NA,34339,41356.854,All
Djibouti,1998,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,55.397,342555,NA,NA,36927,16785.195,All
Djibouti,1998,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.658,337908,NA,NA,35460,43252.224,All
Djibouti,1999,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,55.42,352250,97398,NA,38173,17612.5,All
Djibouti,1999,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.621,347725,66513,NA,36845,45551.975,All
Djibouti,2000,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,55.484,360763,113540,NA,39118,18759.676000000003,All
Djibouti,2000,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.613,356821,77776,NA,37495,47457.193,All
Djibouti,2001,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,55.598,367769,115263,NA,39793,19859.526,All
Djibouti,2001,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.653,365246,78074,NA,38482,49673.456000000006,All
Djibouti,2002,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,55.763,373730,NA,NA,40617,20555.15,All
Djibouti,2002,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.751,373212,NA,NA,39840,51876.46800000001,All
Djibouti,2003,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,55.98,379388,NA,NA,41171,21625.116,All
Djibouti,2003,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.914,380253,NA,NA,40767,53615.672999999995,All
Djibouti,2004,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,56.249,385778,NA,NA,41556,22760.902000000002,All
Djibouti,2004,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,59.149,385825,NA,NA,41110,55558.8,All
Djibouti,2005,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,56.565,393629,150310,NA,41953,24011.369,All
Djibouti,2005,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,59.449,389625,112809,NA,41238,57274.875,All
Djibouti,2006,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,56.915,403235,170146,NA,41815,25403.805,All
Djibouti,2006,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,59.8,391328,133880,NA,41144,58699.2,All
Djibouti,2007,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,57.293,414201,NA,NA,42066,26923.065000000002,All
Djibouti,2007,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,60.189,391250,NA,NA,40678,59861.25,All
Djibouti,2008,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,57.694,425821,203149,NA,42884,28530.007,All
Djibouti,2008,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,60.611,390537,161497,NA,40526,60923.772,All
Djibouti,2009,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.125,437044,NA,NA,46204,30156.036000000004,All
Djibouti,2009,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,61.074,390779,NA,NA,41446,62133.861000000004,All
Djibouti,2010,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,58.612,447094,NA,NA,47817,31743.673999999995,All
Djibouti,2010,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,61.611,393104,NA,NA,41897,64075.952000000005,All
Djibouti,2011,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,59.191,455733,217444,NA,48504,33268.509,All
Djibouti,2011,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,62.269,397941,216823,NA,42779,66058.206,All
Djibouti,2012,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,59.876,463209,NA,NA,49582,35203.884,All
Djibouti,2012,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,63.066,404927,NA,NA,43339,68432.663,All
Djibouti,2013,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,60.659,469896,238022,NA,49959,36651.888,All
Djibouti,2013,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,63.994,413397,209809,NA,44978,71517.68100000001,All
Djibouti,2014,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,61.516,476389,284652,NA,50345,38587.509,All
Djibouti,2014,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,65.021,422307,254451,NA,45440,74326.032,All
Djibouti,2015,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,62.399,483114,311121,NA,50331,40098.462,All
Djibouti,2015,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,66.086,430879,288978,NA,46694,77558.22,All
Djibouti,2016,Male,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,63.245,490174,322500,NA,50811,42154.964,All
Djibouti,2016,Female,DJ,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA,67.109,438938,304108,NA,47098,80325.654,All
Dominican Republic,1975,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,59.135,2596181,NA,NA,NA,64904.525,All
Dominican Republic,1975,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,62.588,2548456,NA,NA,NA,237006.40800000002,All
Dominican Republic,1976,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,59.575,2661833,NA,NA,NA,71869.49100000001,All
Dominican Republic,1976,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,63.071,2613937,NA,NA,NA,256165.826,All
Dominican Republic,1977,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,59.992,2727793,NA,NA,NA,79105.99699999999,All
Dominican Republic,1977,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,63.529,2679707,NA,NA,NA,276009.821,All
Dominican Republic,1978,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,60.387,2793959,NA,NA,NA,86612.729,All
Dominican Republic,1978,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,63.967,2745631,NA,NA,NA,296528.14800000004,All
Dominican Republic,1979,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,60.762,2860178,NA,NA,NA,94385.87400000001,All
Dominican Republic,1979,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,64.391,2811619,NA,NA,NA,317712.947,All
Dominican Republic,1980,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,61.118,2926350,NA,NA,NA,105348.6,All
Dominican Republic,1980,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,64.805,2877577,NA,NA,NA,339554.086,All
Dominican Republic,1981,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,61.458,2992440,NA,NA,NA,113712.72,All
Dominican Republic,1981,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,65.215,2943469,NA,NA,NA,364990.156,All
Dominican Republic,1982,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,61.785,3058448,NA,NA,NA,125396.36799999999,All
Dominican Republic,1982,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,65.626,3009322,NA,NA,NA,388202.538,All
Dominican Republic,1983,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,62.103,3124435,NA,NA,NA,134350.705,All
Dominican Republic,1983,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.04,3075226,NA,NA,NA,412080.28400000004,All
Dominican Republic,1984,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,62.415,3190481,NA,NA,NA,146762.126,All
Dominican Republic,1984,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.462,3141283,NA,NA,NA,436638.33700000006,All
Dominican Republic,1985,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,62.723,3256633,NA,NA,NA,159575.017,All
Dominican Republic,1985,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.894,3207596,NA,NA,NA,461893.8240000001,All
Dominican Republic,1986,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,63.03,3322845,NA,NA,NA,169465.095,All
Dominican Republic,1986,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,67.341,3274117,NA,NA,NA,487843.43299999996,All
Dominican Republic,1987,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,63.336,3389103,NA,NA,NA,183011.56200000003,All
Dominican Republic,1987,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,67.799,3340830,NA,NA,NA,514487.82,All
Dominican Republic,1988,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,63.641,3455505,NA,NA,NA,193508.27999999997,All
Dominican Republic,1988,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,68.262,3407936,NA,NA,NA,538453.888,All
Dominican Republic,1989,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,63.942,3522212,NA,NA,NA,207810.508,All
Dominican Republic,1989,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,68.726,3475676,NA,NA,NA,566535.188,All
Dominican Republic,1990,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,64.239,3589320,NA,NA,NA,222537.84,All
Dominican Republic,1990,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,69.179,3544174,NA,NA,NA,591877.058,All
Dominican Republic,1991,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,64.528,3656937,NA,NA,157102,237700.905,All
Dominican Republic,1991,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,69.612,3613472,NA,NA,385124,621517.184,All
Dominican Republic,1992,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,64.806,3724969,NA,NA,156225,253297.89200000002,All
Dominican Republic,1992,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,70.017,3683373,NA,NA,401193,651957.021,All
Dominican Republic,1993,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,65.072,3792911,NA,NA,164536,269296.681,All
Dominican Republic,1993,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,70.391,3753552,NA,NA,405721,683146.464,All
Dominican Republic,1994,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,65.325,3860135,NA,NA,169190,285649.99000000005,All
Dominican Republic,1994,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,70.734,3823572,NA,NA,411378,715007.964,All
Dominican Republic,1995,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,65.565,3926196,NA,NA,169376,306243.288,All
Dominican Republic,1995,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,71.048,3893051,NA,NA,422474,747465.792,All
Dominican Republic,1996,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,65.793,3990770,NA,NA,172202,323252.37,All
Dominican Republic,1996,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,71.342,3961993,NA,NA,428727,784474.6140000001,All
Dominican Republic,1997,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.011,4054055,NA,NA,171365,344594.67500000005,All
Dominican Republic,1997,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,71.625,4030352,NA,NA,436487,818161.456,All
Dominican Republic,1998,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.225,4116809,NA,NA,173318,370512.81,All
Dominican Republic,1998,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,71.907,4097617,NA,NA,440781,856401.953,All
Dominican Republic,1999,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.436,4180100,2902019,NA,176985,392929.4,All
Dominican Republic,1999,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,72.192,4163183,3210043,NA,449124,899247.528,All
Dominican Republic,2000,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.65,4244649,3176398,NA,178742,420220.25100000005,All
Dominican Republic,2000,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,72.483,4226672,3504741,NA,453057,938321.184,All
Dominican Republic,2001,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,66.873,4310796,NA,NA,223817,448322.78400000004,All
Dominican Republic,2001,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,72.779,4287805,NA,NA,483750,981907.345,All
Dominican Republic,2002,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,67.105,4378119,3860901,NA,216367,477214.971,All
Dominican Republic,2002,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,73.076,4346856,4190112,NA,442858,1025858.0160000001,All
Dominican Republic,2003,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,67.348,4445599,NA,NA,234728,511243.885,All
Dominican Republic,2003,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,73.372,4404718,NA,NA,443423,1070346.474,All
Dominican Republic,2004,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,67.6,4511784,3897456,NA,196308,545925.864,All
Dominican Republic,2004,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,73.664,4462660,4058260,NA,448854,1115665,All
Dominican Republic,2005,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,67.859,4575664,NA,NA,223750,581109.328,All
Dominican Republic,2005,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,73.951,4521593,NA,NA,440674,1166570.994,All
Dominican Republic,2006,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,68.118,4636862,3818915,NA,179122,621339.508,All
Dominican Republic,2006,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,74.229,4581824,4094728,NA,408882,1214183.36,All
Dominican Republic,2007,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,68.374,4695749,4241051,784190,180129,657404.8600000001,All
Dominican Republic,2007,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,74.499,4643112,4416738,552530,353202,1267569.5760000001,All
Dominican Republic,2008,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,68.621,4752944,NA,NA,154376,698682.7679999999,All
Dominican Republic,2008,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,74.761,4705131,NA,NA,349309,1322141.8110000002,All
Dominican Republic,2009,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,68.858,4809439,4520927,NA,198966,745463.045,All
Dominican Republic,2009,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,75.015,4767298,4466623,NA,377665,1372981.8240000003,All
Dominican Republic,2010,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,69.087,4865926,4541954,720157,201401,788280.012,All
Dominican Republic,2010,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,75.264,4829195,4444296,507065,341327,1429441.7200000002,All
Dominican Republic,2011,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,69.309,4922521,4534423,NA,231555,836828.5700000001,All
Dominican Republic,2011,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,75.513,4890689,4599907,NA,409791,1486769.456,All
Dominican Republic,2012,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,69.529,4979007,4603474,687103,257514,886263.246,All
Dominican Republic,2012,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,75.764,4951904,4685375,475383,458101,1544994.048,All
Dominican Republic,2013,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,69.75,5035366,4714819,NA,270147,936578.0760000001,All
Dominican Republic,2013,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,76.018,5012858,4754982,NA,529608,1599101.702,All
Dominican Republic,2014,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,69.97,5091524,4876104,656807,246633,987755.6559999998,All
Dominican Republic,2014,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,76.273,5073654,4806526,446482,492855,1659084.858,All
Dominican Republic,2015,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,70.189,5147370,5206083,NA,282127,1039768.7399999999,All
Dominican Republic,2015,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,76.525,5134310,5024312,NA,559896,1714859.5399999998,All
Dominican Republic,2016,Male,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,70.403,5202943,5290380,624353,261500,1092618.03,All
Dominican Republic,2016,Female,DO,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD,76.765,5194800,5015932,420779,557454,1771426.8,All
Ecuador,1975,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,59.014,3514898,2340146,NA,NA,84357.552,All
Ecuador,1975,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,62.606,3479436,2220827,NA,NA,260957.69999999998,All
Ecuador,1976,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,59.503,3612508,2560745,NA,NA,90312.70000000001,All
Ecuador,1976,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,63.169,3575279,2441123,NA,NA,278871.762,All
Ecuador,1977,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,60.015,3711324,2687253,NA,NA,100205.748,All
Ecuador,1977,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,63.731,3672400,2580548,NA,NA,297464.4,All
Ecuador,1978,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,60.548,3811458,2713073,NA,NA,106720.824,All
Ecuador,1978,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,64.295,3770895,2628707,NA,NA,316755.18,All
Ecuador,1979,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,61.1,3913144,2974487,NA,NA,117394.31999999999,All
Ecuador,1979,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,64.864,3870928,2812192,NA,NA,340641.66400000005,All
Ecuador,1980,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,61.664,4016548,3173561,NA,NA,128529.53600000001,All
Ecuador,1980,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,65.44,3972638,3006147,NA,NA,361510.058,All
Ecuador,1981,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,62.235,4121651,NA,NA,NA,140136.13400000002,All
Ecuador,1981,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,66.026,4076001,NA,NA,NA,387220.09500000003,All
Ecuador,1982,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,62.801,4228409,NA,NA,NA,152222.72400000002,All
Ecuador,1982,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,66.621,4180988,NA,NA,NA,413917.81200000003,All
Ecuador,1983,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,63.354,4336875,NA,NA,NA,164801.25,All
Ecuador,1983,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,67.224,4287719,NA,NA,NA,437347.338,All
Ecuador,1984,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,63.887,4447118,NA,NA,NA,177884.72,All
Ecuador,1984,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,67.831,4396344,NA,NA,NA,466012.464,All
Ecuador,1985,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,64.397,4559171,NA,NA,NA,196044.35299999997,All
Ecuador,1985,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,68.438,4506938,NA,NA,NA,500270.118,All
Ecuador,1986,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,64.881,4672985,NA,NA,NA,210284.32499999998,All
Ecuador,1986,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,69.04,4619489,NA,NA,NA,531241.235,All
Ecuador,1987,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,65.343,4788450,4569302,NA,NA,229845.6,All
Ecuador,1987,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,69.632,4733910,4325624,NA,NA,563335.29,All
Ecuador,1988,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,65.785,4905491,4655304,NA,NA,250180.041,All
Ecuador,1988,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,70.209,4850088,4604673,NA,NA,596560.824,All
Ecuador,1989,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,66.209,5023955,NA,NA,NA,266269.615,All
Ecuador,1989,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,70.768,4967915,NA,NA,NA,630925.205,All
Ecuador,1990,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,66.613,5143707,NA,NA,NA,288047.59199999995,All
Ecuador,1990,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,71.304,5087227,NA,NA,NA,671513.964,All
Ecuador,1991,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,67.001,5264588,NA,NA,193895,310610.69200000004,All
Ecuador,1991,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,71.817,5207887,NA,NA,320806,708272.6320000001,All
Ecuador,1992,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,67.372,5386421,NA,NA,202206,333958.102,All
Ecuador,1992,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,72.308,5329708,NA,NA,328470,746159.1200000001,All
Ecuador,1993,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,67.73,5508980,NA,NA,211710,358083.7,All
Ecuador,1993,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,72.78,5452486,NA,NA,341653,790610.47,All
Ecuador,1994,Male,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,68.076,5632026,5295865,NA,214805,382977.76800000004,All
Ecuador,1994,Female,EC,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD,73.233,5575975,5342937,NA,354186,830820.2749999999,All
